OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
2487,2017,CA,CCO,LAC,SKYLINE,00339735,2017/11/13 00:00:00+00,2017/11/13 00:00:00+00,2,1,1,0.07016324,,,{A432E642-8769-4EB9-9D51-B8356EBAD374},,,2010,415.279760499485,152.499434605055
2488,2017,CA,CCO,LAC,RAMBLA,00377553,2017/12/18 00:00:00+00,2017/12/18 00:00:00+00,2,1,1,0.1799399,,,{47926A6D-5BBF-4B1E-B463-0758491CF70F},,,2010,1063.47823938914,138.045665168854
2489,2017,CA,CCO,LAC,CREEK,00362189,2017/12/05 00:00:00+00,2017/12/05 00:00:00+00,14,7,1,15619.15,,,{CC315B2A-9E5B-4333-9FD0-0EAFC15019AD},,,2010,92857036.046875,71990.6476738906
2490,2017,CA,CCO,LAC,RYE,00362441,2017/12/05 00:00:00+00,2017/12/13 00:00:00+00,14,7,1,6047.719,,,{1FFA91E8-2BA0-4095-9769-B18A5C655101},,,2010,36056780.6015625,43088.9726766245
2491,2017,CA,CCO,KRN,MING,01718713,2017/05/20 00:00:00+00,2017/05/20 00:00:00+00,14,1,1,449.7781,CA-KRN-018713,,{E7412ECF-79B5-408D-9E0F-1226FEC95CF9},,,2010,2749685.9296875,11060.86945098
2492,2017,CA,CCO,KRN,HUB,01717619,2017/05/12 00:00:00+00,2017/05/12 00:00:00+00,14,1,1,30.58594,CA-KRN-017619,,{7408027D-914E-4E5B-BA83-1DF5FAE4421F},,,2010,187623.86328125,2201.9800771793
2493,2017,CA,CCO,KRN,CHAMPAGNE,01719819,2017/05/28 00:00:00+00,2017/05/28 00:00:00+00,14,1,1,6.240428,CA-KRN-019819,,{07E157F5-0D7A-4C7F-822A-B0C6083FB92D},,,2010,37671.1796875,1657.25584739532
2494,2017,CA,CCO,KRN,HAWK,01726219,2017/07/07 00:00:00+00,2017/07/07 00:00:00+00,2,1,1,2940.496, ,,{87565E95-014C-40D0-A174-BCDEE1ACEE1D},,,2010,18125461.40625,27073.4020093669
2495,2017,CA,CCO,KRN,TANK,01742935,2017/10/26 00:00:00+00,2017/10/26 00:00:00+00,14,1,1,46.81921, ,,{811A63EB-6FDC-4661-AD17-2D16FDD563EC},,,2010,284841.66015625,3152.76965694628
2496,2017,CA,CCO,KRN,SWITCH,01733515,2017/08/24 00:00:00+00,2017/08/24 00:00:00+00,14,1,1,10.06964, ,,{C185B13B-E77E-4BA6-A84C-F76189767985},,,2010,60713.74609375,1526.39965067955
2497,2017,CA,CCO,KRN,LAKEWOOD,01738977,2017/09/29 00:00:00+00,2017/09/29 00:00:00+00,14,1,1,39.75837, ,,{E446D9FD-180E-4D08-BDB8-CED8E794623E},,,2010,243842.140625,3171.07384598397
2498,2017,CA,CCO,KRN,SIERRA,01731881,2017/08/13 00:00:00+00,2017/08/13 00:00:00+00,14,1,1,0.7808903, ,,{3ABF0B77-E4D8-4424-9D5D-73CAB7C5AE65},,,2010,4803.9375,305.746497476001
2499,2017,CA,CCO,KRN,GULTCH,01731587,2017/08/11 00:00:00+00,2017/08/12 00:00:00+00,14,1,1,9.249963, ,,,,,2010,56763.52734375,1649.88014956735
2500,2017,CA,CCO,KRN,CALGARY,01730675,2017/08/05 00:00:00+00,2017/08/07 00:00:00+00,14,1,1,50.46431, ,,{8EC000F3-4BED-4D3C-A8F2-3084ADDBC623},,,2010,310442.07421875,3922.43980757076
2501,2017,CA,CCO,KRN,FARMER,01722809,2017/06/17 00:00:00+00,2017/06/17 00:00:00+00,14,1,1,11.45716, ,,,,,2010,69767.375,1133.99407851823
2502,2017,CA,CCO,KRN,RESOURCE,01724201,2017/06/25 00:00:00+00,2017/06/25 00:00:00+00,14,1,1,4.548275, ,,,,,2010,27881.6640625,864.556367248315
2503,2017,CA,CCO,KRN,HILL CREST,01719471,2017/06/08 00:00:00+00,2017/06/08 00:00:00+00,14,1,1,105.0879, ,,,,,2010,639255.0859375,4532.1418586444
2504,2017,CA,CCO,KRN,LOOP,01722426,2017/06/15 00:00:00+00,2017/06/15 00:00:00+00,14,1,1,9.85579, ,,{156C20AE-C7CD-4845-A2C0-2ECDDF7F1DAF},,,2010,60028.421875,1156.9523391885
2505,2017,CA,CCO,KRN,AIRPORT,01715786,2017/04/29 00:00:00+00,2017/04/29 00:00:00+00,14,1,1,20.80275, ,,,,,2010,126272.17578125,1910.96700563826
2506,2017,CA,CCO,KRN,MID,01732273,2017/08/15 00:00:00+00,2017/08/15 00:00:00+00,14,1,1,0.07041682, ,,,,,2010,427.171875,111.764572920269
2507,2017,CA,CCO,KRN,OILFIELD,01717104,2017/05/08 00:00:00+00,2017/05/08 00:00:00+00,14,1,1,9.457086, ,,{11514413-6713-4932-930E-18A89CC5B174},,,2010,57878.703125,1143.96899201698
2508,2017,CA,CCO,KRN,GRANITE,01715266,2017/04/25 00:00:00+00,2017/04/25 00:00:00+00,14,1,1,4.67176, ,,{1C1F4783-66E2-4F1C-9C63-8753E4CDCE83},,,2010,28619.16796875,957.318113608562
2509,2017,CA,CCO,KRN,FEED,01717895,2017/05/14 00:00:00+00,2017/05/14 00:00:00+00,14,1,1,34.28937, ,,{46ED3250-9BB3-43DB-8734-9DD7A5BFAB8B},,,2010,207401.15625,2296.39411987635
2510,2017,CA,CCO,KRN,CREEK,01720870,2017/06/06 00:00:00+00,2017/06/06 00:00:00+00,14,1,1,32.65188, ,,{95130ED3-5F27-4BE7-AB97-1552FAF4E4C6},,,2010,200199.4765625,3027.39357288671
2511,2017,CA,CCO,KRN,TOWERLINE,01721579,2017/06/09 00:00:00+00,2017/06/09 00:00:00+00,14,1,1,2.056431, ,,,,,2010,12540.453125,459.202337828135
2512,2017,CA,CCO,KRN,TEJON,01725328,2017/07/02 00:00:00+00,2017/07/02 00:00:00+00,14,1,1,8.055015, ,,,,,2010,49121.8515625,1224.98339843948
2513,2017,CA,CCO,KRN,DERBY,01738291,2017/09/27 00:00:00+00,2017/09/27 00:00:00+00,14,1,1,2.374051, ,,,,,2010,14437.37890625,518.374143323921
2514,2017,CA,CCO,KRN,ELK,01729022,2017/06/02 00:00:00+00,2017/06/02 00:00:00+00,14,1,1,14.04068, ,,{0BE030D8-2385-4E71-9077-681E93B35235},,,2010,85523.125,1794.49435029545
2515,2017,CA,CCO,KRN,ERIC,01720797,2017/06/03 00:00:00+00,2017/06/03 00:00:00+00,14,1,1,13.25268, ,,{C565E1C6-3B56-4F10-B96C-0EF7168BC944},,,2010,80432.09375,1372.83581194439
2516,2017,CA,CCO,KRN,SKYLINE,01718179,2017/05/16 00:00:00+00,2017/05/16 00:00:00+00,14,1,1,8.173799, ,,{76029BCD-9572-4993-A859-1241778644FE},,,2010,49759.66015625,1008.44232125079
2517,2017,CA,CCO,KRN,HILLS,01745915,2017/11/16 00:00:00+00,2017/11/16 00:00:00+00,14,1,1,3.979895, ,,,,,2010,24223.34765625,611.508636027445
2518,2017,CA,CCO,KRN,AQUADUCT,01717912,2017/05/14 00:00:00+00,2017/05/14 00:00:00+00,14,1,1,13.82444, ,,,,,2010,84771.50390625,2789.91395339818
2519,2017,CA,CCO,KRN,CORCARAN,01723345,2017/06/20 00:00:00+00,2017/06/20 00:00:00+00,14,1,1,12.45355, ,,,,,2010,76469.140625,1486.85047557262
2520,2017,CA,CCO,KRN,WEST,01723148,2017/06/19 00:00:00+00,2017/06/19 00:00:00+00,14,1,1,32.93502, ,,,,,2010,202633.63671875,2383.01049576585
2521,2017,CA,CCO,KRN,OWL,01730106,2017/08/01 00:00:00+00,2017/08/01 00:00:00+00,14,1,1,1.690201, ,,{E3F6D579-7EE9-4302-88E0-FE2C472CB1B7},,,2010,10348.765625,701.483755770463
2522,2017,CA,CCO,KRN,BRECKENRIDGE,01747990,2017/12/01 00:00:00+00,2017/12/01 00:00:00+00,14,1,1,22.35438, ,,,,,2010,136411.19140625,1652.16654434304
2523,2017,CA,CCO,KRN, ,01743194,2017/10/28 00:00:00+00,2017/10/28 00:00:00+00,14,1,1,28.04709, ,,,,,2010,169132.546875,3231.82364832864
2524,2017,CA,CCO,KRN,CARNATION,01719595,2017/05/26 00:00:00+00,2017/05/26 00:00:00+00,14,1,1,3.358492, ,,,,,2010,20435.46875,623.279826769057
2525,2017,CA,BLM,NOD,R-4 PARSNIP,00005180,2017/08/30 00:00:00+00,2017/09/15 00:00:00+00,1,7,1,18601.98,,,,,,2010,131169145.175781,94536.6430737666
2526,2017,CA,BLM,NOD,W-2 LIKELY,00004981,2017/08/22 00:00:00+00,2017/08/23 00:00:00+00,1,1,1,10.32943,,,{102DC04F-8277-410A-87D3-FCBC9F86C781},,,2010,73887.39453125,1409.61877860857
2527,2017,CA,BLM,NOD,WEST,00001810,2017/04/01 00:00:00+00,2017/04/03 00:00:00+00,5,1,1,401.2877,,,{DFE64344-25E8-4166-A258-D2718E409CE6},,,2010,2880391.7890625,7878.63394639248
2528,2017,CA,BLM,CND,ALPAUGH,00001183,2017/06/15 00:00:00+00,2017/06/16 00:00:00+00,10,1,1,20.33025,,,{29ECC70F-4640-4A46-B382-035268B569E2},,,2010,125571.21875,1837.22002669709
2529,2017,CA,BLM,NOD,RIVER,00002980,2017/06/04 00:00:00+00,2017/06/05 00:00:00+00,14,7,1,71.22992,,,{E0F57858-6307-4812-BED8-1DB7139CEB3C},,,2010,492440.0390625,4945.53438398939
2530,2017,CA,BLM,NOD,SHAFFER,00003289,2017/06/19 00:00:00+00,2017/06/23 00:00:00+00,1,7,1,59.03882,,,{E31E665D-BD84-4064-924E-416DEF884BD7},,,2010,412324.6796875,3381.6467557626
2531,2017,CA,BLM,NOD,LONG VALLEY,00030366,2017/07/11 00:00:00+00,2017/07/27 00:00:00+00,10,7,1,83581.41,,,{68535303-069F-40FD-980F-FB66F9C87B4F},,,2010,577257450.113281,254095.86251428
2532,2017,CA,BLM,NOD,R-10 PAINTER,00004174,2017/07/24 00:00:00+00,2017/07/27 00:00:00+00,1,7,1,83.8342,,,{8E1D4A3A-09E1-40C5-B176-A9D9F7C75FB2},,,2010,591685.03125,7165.1621226848
2533,2017,CA,BLM,NOD,R-2 SCHAFFER,00004159,2017/07/24 00:00:00+00,2017/07/30 00:00:00+00,1,1,1,26.49388,,,{0385C3E7-8BD3-47EB-8459-FD1F81F4E89A},,,2010,185359.5234375,2630.98659269986
2534,2017,CA,BLM,NOD,R-9 SHINN,00004172,2017/07/24 00:00:00+00,2017/07/27 00:00:00+00,1,1,1,278.1283,,,{59CCCF7E-817C-4869-A798-BF8636DE27AB},,,2010,1958399.79296875,8315.81442740423
2535,2017,CA,BLM,NOD,R-4 RANCH,00004673,2017/08/09 00:00:00+00,2017/08/12 00:00:00+00,1,7,1,120.2505,,,{2059EDE9-B534-4380-99FE-2E01DC3EE4AF},,,2010,839595.53515625,5158.13443128983
2536,2017,CA,BLM,NOD,R-3 MUD,00004973,2017/08/22 00:00:00+00,2017/08/26 00:00:00+00,1,7,1,99.57364,,,{0D3B731D-13A6-4E01-B578-51AEA6B3C8BA},,,2010,698691.63671875,5663.09224280128
2537,2017,CA,BLM,NOD,R-5 STONEY,00004985,2017/08/22 00:00:00+00,2017/08/27 00:00:00+00,1,7,1,203.9681,,,{7D7D9564-B458-49AE-928E-927E81BFE1D8},,,2010,1431517.16015625,12428.1839874062
2538,2017,CA,BLM,NOD,R-9 FREDONYER,00004991,2017/08/23 00:00:00+00,2017/08/25 00:00:00+00,1,1,1,22.03393,,,{1BA56ABA-0972-4FD2-8863-31A6E61C6385},,,2010,155586.95703125,1691.51153908744
2539,2017,CA,BLM,NOD,PEG,00005095,2017/08/26 00:00:00+00,2017/08/27 00:00:00+00,9,7,1,148.6008,,,{2167C8F0-1ED1-4F99-B7A1-E7EBF4AE17E0},,,2010,1050903.23828125,6219.77261902839
2540,2017,CA,BLM,NOD,CHERRY,00005154,2017/08/29 00:00:00+00,2017/08/30 00:00:00+00,1,1,1,24.91195,,,{952D90E8-227B-40CC-A0FA-34AF707A36F9},,,2010,175210.8046875,3837.23795477059
2541,2017,CA,BLM,NOD,MUD,00005152,2017/08/29 00:00:00+00,2017/09/11 00:00:00+00,1,7,1,6036.065,,,{A5311EC3-225E-4EB8-A9AB-8419AE8459E3},,,2010,42209652.6835938,30699.5418986304
2542,2017,CA,BLM,NOD,R-5 SPANISH,00005181,2017/08/29 00:00:00+00,2017/08/31 00:00:00+00,1,7,1,166.8586,,,{2EFD181E-521C-4F44-A039-895CAC2A64EF},,,2010,1178647.7734375,4288.53789310946
2543,2017,CA,BLM,NOD,R-2 BUTTE WELL,00005384,2017/09/06 00:00:00+00,2017/09/11 00:00:00+00,1,1,1,17.38799,,,{99F52898-CA8A-460C-AACD-8738C56F8A1C},,,2010,121814.89453125,2027.3743589352
2544,2017,CA,BLM,CDD,BLUE,00006884,2017/05/05 00:00:00+00,2017/05/05 00:00:00+00,2,1,1,9.054397,Grinding,,{3E0FC7BC-34B7-4296-94B4-4D05F077A71D},,,2010,54072.88671875,1285.07939958711
2545,2017,CA,BLM,CDD,CAHUILA,00009300,2017/06/17 00:00:00+00,2017/06/17 00:00:00+00,9,1,1,44.23541,Target shooting,,{4725E5E6-37BB-4269-BBE4-2DDB0B800B21},,,2010,264272.87890625,3456.32344257516
2546,2017,CA,BLM,CDD,CANYON,00007342,2017/05/14 00:00:00+00,2017/05/14 00:00:00+00,10,1,1,15.1246,,,{A33EF82D-254C-4326-A268-3791CF8B6B01},,,2010,89027.03515625,1243.18884781137
2547,2017,CA,BLM,CDD,CHRISTMAS,00010474,2017/07/07 00:00:00+00,2017/07/07 00:00:00+00,14,1,1,33.55245,,,{7BC3BE30-1242-4369-B5E5-AA3CEB24D925},,,2010,196944.984375,1789.88523491396
2548,2017,CA,BLM,CDD,HIGHLINE,00004917,2017/03/26 00:00:00+00,2017/04/01 00:00:00+00,14,7,1,66.99863,,,{BC6C943F-815F-4219-9FF4-4030D179F43E},,,2010,387705.37890625,5844.44431833914
2549,2017,CA,BLM,CDD,IRWIN,00010789,2017/07/13 00:00:00+00,2017/07/13 00:00:00+00,14,1,1,10.41082,,,{F765E2C9-7FD7-43BD-A369-42719F5CCDE1},,,2010,62907.13671875,1228.16785320967
2550,2017,CA,BLM,CDD,MATZ,00008271,2017/05/29 00:00:00+00,2017/05/30 00:00:00+00,14,1,1,14.05736,,,,,,2010,83049.61328125,3980.94959341894
2551,2017,CA,BLM,CDD,TECOPA,00013827,2017/09/11 00:00:00+00,2017/09/14 00:00:00+00,1,1,1,26.99338,,,{8C7E8BD4-4A2D-45C0-8555-4E10B6D3E1CC},,,2010,166748.5703125,4053.45793239564
2552,2017,CA,BLM,CDD,WINDMILLS,00009804,2017/06/27 00:00:00+00,2017/06/27 00:00:00+00,14,1,1,12.69855,,,{8BFA5ECC-904E-4159-88D0-BF675ACEF55B},,,2010,74836.29296875,1245.35258094085
2553,2017,CA,BLM,CDD,MOTOR,00008896,2017/06/09 00:00:00+00,2017/06/10 00:00:00+00,2,1,1,17.19416,,,{D8C10F9B-F632-41AD-B745-5F3E785390BA},,,2010,105145.1953125,5664.8561445056
2554,2017,CA,BLM,CND,KECK,00000392,2017/04/10 00:00:00+00,2017/04/10 00:00:00+00,14,1,1,23.86314,,,{EBA6AA0A-3221-4B38-8C28-CEB24C187D3B},,,2010,146746.02734375,1967.45319026381
2555,2017,CA,BLM,NOD,W4 ROMERO,00004983,2017/08/22 00:00:00+00,2017/08/24 00:00:00+00,14,1,1,13.82891,,,{DB080FA0-1CB3-480C-8913-DD667D3A9440},,,2010,99328.8046875,1772.07313762219
2556,2017,CA,BLM,CND,HILL,00002577,2017/09/06 00:00:00+00,2017/09/06 00:00:00+00,2,1,1,9.913222,,,{3264C652-8EDB-4333-8D91-BDF985E2A9F3},,,2010,60135.2890625,1441.96632393708
2557,2017,CA,BLM,NOD,COWHEAD,00006142,2017/10/09 00:00:00+00,2017/10/12 00:00:00+00,4,1,1,31.66678,,,{2209B4B4-E85A-47E2-A547-50F0E400F535},,,2010,231840.3828125,3431.24157606199
2558,2017,CA,BLM,CND,PANOCHE,00000924,2017/05/28 00:00:00+00,2017/05/28 00:00:00+00,9,1,1,17.98286,"target shoting, CALFIRE # 7306",,{61819623-706D-4718-917C-E2FE6F36F1BA},,,2010,113069.05859375,1759.88416485157
2559,2017,CA,BLM,CDD,FAIRVIEW,00008462,2017/06/01 00:00:00+00,2017/06/01 00:00:00+00,14,1,1,25.6586,,,{82B25198-DD55-40BB-A919-A86B328FAD3D},,,2010,151370.03515625,1899.33193617008
2560,2017,CA,BLM,CND,PICNIC,00001367,2017/08/14 00:00:00+00,2017/08/17 00:00:00+00,9,1,1,15.55472,Smoking,,,,,2010,101444.1171875,1745.43400935647
2561,2017,CA,BLM,CND,SLINKARD,00001478,2017/08/29 00:00:00+00,2017/09/21 00:00:00+00,1,7,1,8923.495,<Null>,,,,,2010,59312745.7695312,44057.80643394
2562,2017,CA,BLM,CND,ALPAUGH,00001916,2017/07/26 00:00:00+00,2017/07/26 00:00:00+00,14,1,1,78.09461,,,{EA53BC6E-9933-4D90-8C8F-01228D7528D9},,,2010,481729.08984375,3146.41804079508
2563,2017,CA,BLM,NOD,DRY VALLEY,00005616,2017/09/13 00:00:00+00,2017/09/14 00:00:00+00,1,1,1,51.23803,,,{65B74238-94E2-4288-9E38-C0ECC7C077F9},,,2010,353563.28515625,4260.98055413177
2564,2017,CA,CCO,MRN,SPALLETTA,00171979,2017/07/12 00:00:00+00,2017/07/12 00:00:00+00,2,1,1,28.70305,,,,,,2010,188138.54296875,1886.06842601398
2565,2017,CA,CCO,MRN,PINE,00171794,2017/06/27 00:00:00+00,2017/06/27 00:00:00+00,11,1,1,30.57775,,,,,,2010,199464.05078125,2704.20004650688
2566,2017,CA,CDF,TUU,HOGBACK,00000413,2017/07/18 00:00:00+00,2017/07/18 00:00:00+00,9,1,1,58.33463,,,{5E2A842C-0EFC-4BDA-8A42-4EB64FA6DA87},,,2010,367441.89453125,4343.61593524387
2567,2017,CA,CDF,MMU,EASTMAM,00019222,2017/09/18 00:00:00+00,2017/09/18 00:00:00+00,11,1,1,482.3408,,,{ABC3906E-79C4-4A28-8616-A5F6F87E065E},,,2010,3079558.3359375,10432.437302494
2568,2017,CA,CDF,RRU,MANZANITA,00078840,2017/06/26 00:00:00+00,2017/06/30 00:00:00+00,10,3,1,6303.659, ,,{3FB8D05F-D2F4-410C-811C-0BB1DDB0F197},,,2010,37095308.3320312,33443.4784674953
2569,2017,CA,CDF,FKU,SHAVER,00013407,2017/09/11 00:00:00+00,2017/09/14 00:00:00+00,4,1,1,8.590142,,,{A26E60B6-F3D1-42F3-9189-52144E9A6733},,,2010,54745.78515625,1262.15045741239
2570,2017,CA,CDF,FKU,MONTEREY,00006150,2017/05/06 00:00:00+00,2017/05/07 00:00:00+00,2,1,1,25.18853,,,,,,2010,156717.66015625,3111.87011269257
2571,2017,CA,CDF,FKU,PARKFIELD,00013003,2017/09/03 00:00:00+00,2017/09/05 00:00:00+00,2,1,1,70.22348,,,,,,2010,436159.4140625,3442.17233844831
2572,2017,CA,CDF,FKU,MURPHY,00013900,2017/09/19 00:00:00+00,2017/09/20 00:00:00+00,2,1,1,236.9534,,,,,,2010,1477534.01171875,6381.33683400916
2573,2017,CA,CDF,FKU,JUNIPER,00012291,2017/08/23 00:00:00+00,2017/08/23 00:00:00+00,10,1,1,30.71256,,,{C6DB5ECD-A81F-48EF-BB57-6ECA2061728A},,,2010,190789.0703125,1943.0749573908
2574,2017,CA,CDF,FKU,SILVER,00015022,2017/10/11 00:00:00+00,2017/10/13 00:00:00+00,14,1,1,57.05462,,,{FE818E9F-A390-4372-A4BA-F2D3CDBAD5B2},,,2010,360364.48046875,3982.95842787844
2575,2017,CA,CDF,FKU,TUMEY,00005741,2017/04/29 00:00:00+00,2017/04/30 00:00:00+00,9,1,1,160.164,,,{A4C68404-6D3F-4DA1-87F9-63A1FBE2A52C},,,2010,1008087.5859375,5315.55176819544
2576,2017,CA,CDF,FKU,GARZA,00009755,2017/07/09 00:00:00+00,2017/07/25 00:00:00+00,10,2,1,48886.66,blank,,{D46ECA27-B341-4764-BF58-2A8F43A7802B},,,2010,302589005.386719,115590.24285574
2577,2017,CA,CDF,FKU,JAYNE,00005281,2017/04/20 00:00:00+00,2017/04/21 00:00:00+00,2,1,1,4533.284,,,,,,2010,28128042.5390625,27529.7620397172
2578,2017,CA,CDF,FKU,HILLS,00012531,2017/08/27 00:00:00+00,2017/08/27 00:00:00+00,10,1,1,60.17172,"BLM inc # 1204, target shooting",,{36F642EA-C227-4CDF-B6CE-4045D5F6DB69},,,2010,379814.16015625,4678.44733775668
2579,2017,CA,CDF,FKU,PARK,00010248,2017/07/17 00:00:00+00,2017/07/19 00:00:00+00,2,2,1,1648.704,blank,,{CB79ECA4-2FBA-46CB-A5B5-AF1EE6AE5292},,,2010,10220831.6601562,19261.2850468537
2580,2017,CA,CDF,FKU,FREEDOM,00009398,2017/07/04 00:00:00+00,2017/07/04 00:00:00+00,2,1,1,56.85116,,,{C5E2BA88-EBAD-4BDA-8008-1987A8344F26},,,2010,359684.5859375,2833.4293229317
2581,2017,CA,CDF,FKU,TIVY,00008056,2017/06/11 00:00:00+00,2017/06/11 00:00:00+00,1,1,1,76.29654,,,,,,2010,482353.97265625,4533.30265308579
2582,2017,CA,CDF,FKU,ELM,00006727,2017/05/18 00:00:00+00,2017/05/23 00:00:00+00,2,1,1,11146.75,,,{DCA885EE-24DB-4A66-9C51-CE5FD3F8ABA5},,,2010,69188488.015625,46144.8660289752
2583,2017,CA,CDF,FKU,DERRICK,00009289,2017/07/02 00:00:00+00,2017/07/05 00:00:00+00,14,1,1,1561.663,,,{BC12DAD9-C86B-4350-B121-E07B4472A535},,,2010,9726889.9140625,15730.6983338153
2584,2017,CA,CDF,FKU,CREEK,00008759,2017/06/23 00:00:00+00,2017/06/27 00:00:00+00,5,1,1,356.9353,,,{AC4E4E9E-FCD2-4126-B35F-1965D6B4D82A},,,2010,2224280.48046875,7996.50692085433
2585,2017,CA,CDF,FKU,COALINGA,00012726,2017/08/30 00:00:00+00,2017/08/30 00:00:00+00,2,1,1,102.2866,,,,,,2010,639156.734375,4624.36929802396
2586,2017,CA,CDF,FKU,CITY,00006721,2017/05/18 00:00:00+00,2017/05/18 00:00:00+00,10,1,1,23.45427,,,,,,2010,145234.91796875,2646.99049151783
2587,2017,CA,CDF,FKU,AVENAL,00012664,2017/08/29 00:00:00+00,2017/08/29 00:00:00+00,10,1,1,19.41336,,,{7E079D95-4DD5-4170-84B4-766BC943192E},,,2010,120083.56640625,4815.12524651308
2588,2017,CA,CDF,FKU,AUBERRY,00009530,2017/07/05 00:00:00+00,2017/07/06 00:00:00+00,9,1,1,91.29421,,,,,,2010,579481.14453125,3825.93089888033
2589,2017,CA,CDF,FKU,FLAT,00012465,2017/08/26 00:00:00+00,2017/08/30 00:00:00+00,2,1,1,110.8288,,,{EA5F5FB8-8D80-47AF-B0CA-FCFC480041BC},,,2010,703374.82421875,6049.84509313612
2590,2017,CA,CDF,HUU,POTATO,00000909,2017/08/10 00:00:00+00,2017/08/11 00:00:00+00,1,6,1,10.70095,GEOMAC,,,,,2010,75368.2890625,1049.58429871269
2591,2017,CA,USF,SHF,FORK,00001555,2017/08/07 00:00:00+00,2017/11/15 00:00:00+00,1,8,1,3372.92,CONT_DATE based on FIRESTAT Fire Out Date/Time,,{B8F2EA6F-8118-4322-8D01-693F8CE892E5},,,2010,23874522.765625,45331.3975816898
2592,2017,CA,USF,SHF,HELENA,00001770,2017/08/30 00:00:00+00,2017/11/14 00:00:00+00,9,3,1,18493.71,Unified Command with Cal-Fire/USFS,,{2D238E43-138E-44EA-B48B-385790EFAC9E},,,2010,130623106.15625,115013.182628482
2593,2017,CA,USF,TNF,CHILCOOT,00000992,2017/08/06 00:00:00+00,2017/08/07 00:00:00+00,1,1,1,1019.992,,,{16C02EBC-C9C1-4895-8625-A901E0D14108},,,2010,6997161.0546875,16326.9956502574
2594,2017,CA,USF,TNF,ELEPHANT,00000910,2017/07/29 00:00:00+00,2017/07/31 00:00:00+00,1,1,1,139.4669,,,{03CCF1F9-306A-4AF4-99ED-FF08AD429144},,,2010,954772.41796875,4827.31031455973
2595,2017,CA,USF,TNF,RANCH,00001270,2017/09/06 00:00:00+00,2017/09/07 00:00:00+00,1,1,1,83.51285,,,{E9C7BA5B-CF8F-4BD9-85A9-EF7B8206A820},,,2010,571840.47265625,4253.77160145195
2596,2017,CA,USF,STF,MCCORMICK,00002263,2017/08/18 00:00:00+00,2017/11/16 00:00:00+00,1,1,1,4423.208,CONTDATE from Firestat fire info,SUMMIT COMPLEX,{991F6E22-0E9B-483B-92A1-9C6B335AA61D},,,2010,29172320.8984375,46312.0539788491
2597,2017,CA,USF,STF,CREEK ,00002590,2017/09/03 00:00:00+00,2017/09/12 00:00:00+00,1,1,1,1747.87,CONT_DATE  based on FIRESTAT Fire Out Date/Time,,{5DBB73B3-EACD-42D0-9676-3AA95C2EFBA4},,,2010,11446557.1015625,33589.386446607
2598,2017,CA,USF,STF,DOUGLAS,00001940,2017/07/03 00:00:00+00,2017/11/16 00:00:00+00,1,1,1,310.7712,CONTDATE from Firestat fire info,SUMMIT COMPLEX,{B4C08027-5A1B-43DD-817F-134944B1EC0D},,LA14,2010,2046324,8779.69032343944
2599,2017,CA,USF,STF,BUMMERS,00002704,2017/09/11 00:00:00+00,2017/11/20 00:00:00+00,1,1,1,510.1094,CONTDATE from Firestat fire info,SUMMIT COMPLEX,{5A1C34E2-8DC2-4152-9776-C3B82053BC18},,LA14,2010,3360780.44140625,11917.4004619574
2600,2017,CA,USF,STF,WILLOW ,00002265,2017/08/18 00:00:00+00,2017/11/16 00:00:00+00,1,1,1,134.3042,CONTDATE from Firestat fire info,SUMMIT COMPLEX,{19720C8B-18D4-437A-8618-A7666BF28A68},,LA14,2010,882967.6875,5551.42077695959
2601,2017,CA,USF,STF,MURPHY,00002372,2017/08/24 00:00:00+00,2017/08/26 00:00:00+00,2,1,1,9.045541,,,{17DB2930-4119-41A5-9742-F362888281CE},,,2010,59038.58203125,1251.76628467317
2602,2017,CA,USF,STF,PILOT,00002465,2017/08/29 00:00:00+00,2017/09/02 00:00:00+00,1,1,1,8.603203,,,{11CC884A-6426-4BD4-B2B1-D8A326AAA7C8},,,2010,55864.40234375,1551.66013854003
2603,2017,CA,USF,STF,GRANT,00001209,2017/06/27 00:00:00+00,2017/07/02 00:00:00+00,9,1,1,17.05766,,,{B0244D6B-C2C9-4D8A-87E4-5B88D1A149B5},,,2010,111628.359375,1592.52246543232
2604,2017,CA,USF,STF,TWIN ,00002803,2017/09/18 00:00:00+00,2017/11/21 00:00:00+00,1,6,1,14.96456,CONT_DATE  based on FIRESTAT Fire Out Date/Time,,{8483BBE0-0E26-4DF0-991E-D08F0BC712B8},,,2010,98713.390625,1191.1231052146
2605,2017,CA,USF,SRF,BURNEY,00000752,2017/07/26 00:00:00+00,2017/10/16 00:00:00+00,1,8,1,1643.643,,ORLEANS COMPLEX,{D69B2FD8-CBF1-4D85-AAAD-D4A3112D5CAF},,,2010,11884224.1132812,24179.2650030909
2606,2017,CA,USF,SRF,DUTCHMAN,00000874,2017/08/07 00:00:00+00,2017/08/12 00:00:00+00,1,8,1,1522.747,,RUTH COMPLEX,{652DF30D-9DC9-4A28-805E-0E604808D2EB},,,2010,10572245.7734375,18367.0863854013
